ID,xmin,ymin,xmax,ymax
A1,30.107707817998214,51.53119562948718,31.107707817998214,52.53119562948718
A2,55.786858360767255,2.7293857137508892,56.786858360767255,3.7293857137508892
A3,26.28900616042644,32.25933378160422,27.28900616042644,33.25933378160422
A4,33.15706159114932,36.752693575681896,34.15706159114932,37.752693575681896
A5,83.57511060331589,47.90879150820574,84.57511060331589,48.90879150820574
A6,56.26128965890017,12.982627619646369,57.26128965890017,13.982627619646369
A7,47.394647871385686,80.31898652188671,48.394647871385686,81.31898652188671
A8,37.30189599591326,63.006436501676596,38.30189599591326,64.0064365016766
A9,36.01709075776613,14.531401302300807,37.01709075776613,15.531401302300807
A10,40.26084557791331,53.05549339006051,41.26084557791331,54.05549339006051
A11,4.557451385301318,40.82129177684756,5.557451385301318,41.82129177684756
A12,83.92409115224643,27.014289387317227,84.92409115224643,28.014289387317227
A13,41.406695383733584,9.61421741712394,42.406695383733584,10.61421741712394
A14,5.570729970019869,24.105143881661295,6.570729970019869,25.105143881661295
A15,51.79945078827217,81.60720731605545,52.79945078827217,82.60720731605545
A16,2.2234451610813233,66.93494113581022,3.2234451610813233,67.93494113581022
A17,7.3031276343233,80.5063030940834,8.3031276343233,81.5063030940834
A18,18.325268696710346,65.5622045973182,19.325268696710346,66.5622045973182
A19,4.986847734633317,87.45973033427,5.986847734633317,88.45973033427
A20,50.55469626194502,81.65787621377311,51.55469626194502,82.65787621377311
A21,84.83319847586199,85.7272906949266,85.83319847586199,86.7272906949266
A22,73.92340097002531,49.438886538998865,74.92340097002531,50.438886538998865
A23,50.70526430714991,1.810014372450616,51.70526430714991,2.810014372450616
A24,40.07944457981049,36.11552687139367,41.07944457981049,37.11552687139367
A25,84.50740140909733,25.030071140615103,85.50740140909733,26.030071140615103
A26,60.5656573783426,32.70975141924141,61.5656573783426,33.70975141924141
A27,85.02244224415512,16.001888601540696,86.02244224415512,17.001888601540696
A28,73.55989105946519,76.26033927966922,74.55989105946519,77.26033927966922
A29,77.12717131876019,39.30132773425703,78.12717131876019,40.30132773425703
A30,54.13938616726469,39.013204153998615,55.13938616726469,40.013204153998615
A31,11.68065917458961,13.248549284981943,12.68065917458961,14.248549284981943
A32,21.357235390343416,53.54787440348489,22.357235390343416,54.54787440348489
A33,85.07136897279644,67.17439993062953,86.07136897279644,68.17439993062953
A34,51.693751016715595,83.8487565351598,52.693751016715595,84.8487565351598
A35,41.34599363637152,13.366072042417226,42.34599363637152,14.366072042417226
A36,93.38059116490929,90.12776381096712,94.38059116490929,91.12776381096712
A37,3.850368467312651,63.868134824697506,4.85036846731265,64.8681348246975
A38,70.1155963333596,90.41963960264208,71.1155963333596,91.41963960264208
A39,85.00423674440982,67.21596159747381,86.00423674440982,68.21596159747381
A40,40.49348012563345,55.36379437801255,41.49348012563345,56.36379437801255
A41,59.30227518325545,9.07165070995994,60.30227518325545,10.07165070995994
A42,70.2356516897054,83.00520700009254,71.2356516897054,84.00520700009254
A43,30.75924712465224,64.92637076588284,31.75924712465224,65.92637076588284
A44,39.53143784071884,51.80713174308196,40.53143784071884,52.80713174308196
A45,94.57469869809178,54.83419985513101,95.57469869809178,55.83419985513101
A46,19.392302366353693,75.6799379851802,20.392302366353693,76.6799379851802
A47,49.94612166148556,69.55357320598583,50.94612166148556,70.55357320598583
A48,53.168627873051776,8.51812339713023,54.168627873051776,9.51812339713023
A49,49.78165642143815,30.868956592551424,50.78165642143815,31.868956592551424
A50,30.654052410031163,81.65931745843925,31.654052410031163,82.65931745843925
A51,73.84319726238,37.05038247466932,74.84319726238,38.05038247466932
A52,46.1477174943628,22.805956876305086,47.1477174943628,23.805956876305086
A53,28.623329716312682,88.46364616440093,29.623329716312682,89.46364616440093
A54,90.02409787674462,23.72960153549282,91.02409787674462,24.72960153549282
A55,94.62287732035253,25.044607393765805,95.62287732035253,26.044607393765805
A56,34.73446148342607,33.58425522167053,35.73446148342607,34.58425522167053
A57,75.57060565867724,68.29142198380792,76.57060565867724,69.29142198380792
A58,6.623276807070502,75.43618892513787,7.623276807070502,76.43618892513787
A59,37.97661430892633,95.92725036953513,38.97661430892633,96.92725036953513
A60,79.1951357807675,47.29620882464136,80.1951357807675,48.29620882464136
A61,31.19683305936633,54.471922456150246,32.19683305936633,55.471922456150246
A62,42.144506563600665,36.63464381434551,43.144506563600665,37.63464381434551
A63,44.598402697996946,32.0376815256999,45.598402697996946,33.0376815256999
A64,92.84579584511268,57.53765297514312,93.84579584511268,58.53765297514312
A65,41.39670164142436,26.290971071457392,42.39670164142436,27.290971071457392
A66,91.76243446428589,77.25975343963384,92.76243446428589,78.25975343963384
A67,2.066661758186969,1.2617885234025146,3.066661758186969,2.2617885234025144
A68,43.18065761608042,67.09737284568459,44.18065761608042,68.09737284568459
A69,52.43804059197754,0.3623209864793018,53.43804059197754,1.3623209864793018
A70,65.63250609867778,79.7691867766038,66.63250609867778,80.7691867766038
A71,62.651183402751776,76.0932067781218,63.651183402751776,77.0932067781218
A72,33.478485335543425,25.66871684538963,34.478485335543425,26.66871684538963
A73,93.11656451235724,77.21994180741521,94.11656451235724,78.21994180741521
A74,13.711390667070969,24.356530360347726,14.711390667070969,25.356530360347726
A75,98.10098150945088,31.625482960743515,99.10098150945088,32.62548296074351
A76,84.94505482973953,47.28885325902367,85.94505482973953,48.28885325902367
A77,53.11750816379492,42.32069737830604,54.11750816379492,43.32069737830604
A78,41.89538048733334,62.005240635585245,42.89538048733334,63.005240635585245
A79,58.62264272937485,93.756200063261,59.62264272937485,94.756200063261
A80,67.50361548757031,41.341297362341834,68.50361548757031,42.341297362341834
A81,27.615274395244867,75.77520733385619,28.615274395244867,76.77520733385619
A82,8.582382342790268,53.197457180233016,9.582382342790268,54.197457180233016
A83,14.61523046880054,12.138010213764964,15.61523046880054,13.138010213764964
A84,74.50550757165587,1.4759961195393585,75.50550757165587,2.4759961195393583
A85,49.10988154299059,29.089973158171265,50.10988154299059,30.089973158171265
A86,38.781508866389665,70.42276907737384,39.781508866389665,71.42276907737384
A87,90.90175061731867,43.356127198023685,91.90175061731867,44.356127198023685
A88,53.94143534047279,14.89491677723814,54.94143534047279,15.89491677723814
A89,82.503178732545,54.73632608615725,83.503178732545,55.73632608615725
A90,64.90426418782243,97.48831508191958,65.90426418782243,98.48831508191958
A91,83.70047746826228,64.96031045205156,84.70047746826228,65.96031045205156
A92,2.367130297114561,51.71691873401113,3.367130297114561,52.71691873401113
A93,13.35838507382825,25.458705241621885,14.35838507382825,26.458705241621885
A94,43.94143201317881,76.63242038177137,44.94143201317881,77.63242038177137
A95,55.01315653353044,70.41413615027719,56.01315653353044,71.41413615027719
A96,85.65723904467617,89.21492418334309,86.65723904467617,90.21492418334309
A97,90.26712112144453,32.892379375740646,91.26712112144453,33.892379375740646
A98,27.553492511435525,65.86133706762327,28.553492511435525,66.86133706762327
A99,97.30042526441392,10.578417226039186,98.30042526441392,11.578417226039186
A100,56.98572132033814,53.33463929058107,57.98572132033814,54.33463929058107
A101,2.8752683696840164,29.20163218226,3.8752683696840164,30.20163218226
A102,51.417014962628464,93.97928315165281,52.417014962628464,94.97928315165281
A103,25.364301404477267,23.193761256222967,26.364301404477267,24.193761256222967
A104,91.38694535124641,7.212866306750276,92.38694535124641,8.212866306750275
A105,64.84311072056771,68.97074450006718,65.84311072056771,69.97074450006718
A106,54.87624958280034,66.58190662155418,55.87624958280034,67.58190662155418
A107,38.50358542287645,80.53874229782787,39.50358542287645,81.53874229782787
A108,88.0417858200266,91.52311849409918,89.0417858200266,92.52311849409918
A109,55.0198028156718,14.985468776331878,56.0198028156718,15.985468776331878
A110,78.79562492789692,45.85700450600837,79.79562492789692,46.85700450600837
A111,2.3869279398567675,89.39849246735322,3.3869279398567675,90.39849246735322
A112,48.23611459052236,71.87185893068788,49.23611459052236,72.87185893068788
A113,13.046853431132947,24.034799632336693,14.046853431132947,25.034799632336693
A114,49.60489584836009,39.539723936103144,50.60489584836009,40.539723936103144
A115,81.72381478040222,2.8171109544909574,82.72381478040222,3.8171109544909574
A116,75.83370494122194,90.17979437028377,76.83370494122194,91.17979437028377
