ID,xmin,ymin,xmax,ymax
B1,13.055238452918243,12.678585068691804,14.055238452918243,13.678585068691804
B2,54.994439764525254,1.468207940572245,55.994439764525254,2.468207940572245
B3,45.21987151112737,94.6862424814939,46.21987151112737,95.6862424814939
B4,51.11411989324517,73.09234125391353,52.11411989324517,74.09234125391353
B5,80.27538577025655,24.212156096978372,81.27538577025655,25.212156096978372
B6,25.668378239942335,67.65931806982091,26.668378239942335,68.65931806982091
B7,18.296903395875603,54.41103877421641,19.296903395875603,55.41103877421641
B8,61.944381066963224,20.009812869717457,62.944381066963224,21.009812869717457
B9,60.94841865641324,19.57580755074954,61.94841865641324,20.57580755074954
B10,53.66126678110196,15.075680608462598,54.66126678110196,16.075680608462598
B11,85.22457174433391,74.12240591077791,86.22457174433391,75.12240591077791
B12,48.95845053175462,93.20890333760498,49.95845053175462,94.20890333760498
B13,14.927434703395171,48.679121557638375,15.927434703395171,49.679121557638375
B14,12.773104806389657,2.313333499355914,13.773104806389657,3.313333499355914
B15,98.4007704580351,98.52816838615469,99.4007704580351,99.52816838615469
B16,34.55890413581557,18.25831172526828,35.55890413581557,19.25831172526828
B17,31.287788807011918,70.6646978091519,32.28778880701192,71.6646978091519
B18,46.78099339235693,58.2372010917829,47.78099339235693,59.2372010917829
B19,20.64929160894483,28.34294763144668,21.64929160894483,29.34294763144668
B20,83.77121878121862,56.256721136621245,84.77121878121862,57.256721136621245
B21,87.37172295332506,90.5910158657479,88.37172295332506,91.5910158657479
B22,31.01956517177909,27.052667746258265,32.01956517177909,28.052667746258265
B23,53.038173592814495,32.39535521062481,54.038173592814495,33.39535521062481
B24,98.91593150538858,62.64743861578435,99.91593150538858,63.64743861578435
B25,57.40739697996811,59.82091799261462,58.40739697996811,60.82091799261462
B26,3.622081983524889,50.964823021698656,4.62208198352489,51.964823021698656
B27,94.37311715653297,13.925988334318475,95.37311715653297,14.925988334318475
B28,56.37177163343788,78.49009242970757,57.37177163343788,79.49009242970757
B29,52.37199072218134,35.887421803766685,53.37199072218134,36.887421803766685
B30,73.80260693221476,6.086771725563497,74.80260693221476,7.086771725563497
B31,64.15788612997783,75.81843481268812,65.15788612997783,76.81843481268812
B32,49.41687636535751,45.14956300879681,50.41687636535751,46.14956300879681
B33,89.78329177192579,62.41722609639753,90.78329177192579,63.41722609639753
B34,69.74978223539672,27.972161577105812,70.74978223539672,28.972161577105812
B35,19.763674551846876,25.79650309810515,20.763674551846876,26.79650309810515
B36,80.57474941678403,94.56614727393256,81.57474941678403,95.56614727393256
B37,10.958808066812837,48.21273723023483,11.958808066812837,49.21273723023483
B38,19.104377671824032,93.06253142128779,20.104377671824032,94.06253142128779
B39,28.80038029274783,19.80834792221028,29.80038029274783,20.80834792221028
B40,50.331530867866775,62.05912733851417,51.331530867866775,63.05912733851417
B41,82.71340290934154,78.59123804635317,83.71340290934154,79.59123804635317
B42,86.941168798157,48.01215244697547,87.941168798157,49.01215244697547
B43,10.442112430993081,46.08322782551384,11.442112430993081,47.08322782551384
B44,36.36815510461485,15.20321128740392,37.36815510461485,16.20321128740392
B45,61.093363105932,35.85091037909361,62.093363105932,36.85091037909361
B46,5.287916494876834,70.73691507132963,6.287916494876834,71.73691507132963
B47,77.53708287127296,14.8036437739725,78.53708287127296,15.8036437739725
B48,18.161904557638117,73.1960046461146,19.161904557638117,74.1960046461146
B49,23.44950302190868,28.877669681660727,24.44950302190868,29.877669681660727
B50,84.6142270996408,43.644009709492856,85.6142270996408,44.644009709492856
B51,10.05529507930253,94.21512966544765,11.05529507930253,95.21512966544765
B52,42.43072277437493,88.81429878949506,43.43072277437493,89.81429878949506
B53,60.53175088328567,82.60751900728228,61.53175088328567,83.60751900728228
B54,40.699453027027374,65.84115774009958,41.699453027027374,66.84115774009958
B55,39.776602442527405,24.122335090575426,40.776602442527405,25.122335090575426
B56,3.8422591032251274,72.04212522712575,4.842259103225127,73.04212522712575
B57,45.230655550806894,62.468888615882726,46.230655550806894,63.468888615882726
B58,67.0501010399194,80.62733643830639,68.0501010399194,81.62733643830639
B59,36.06313851503496,21.528201016071055,37.06313851503496,22.528201016071055
B60,79.62855061139533,12.122308130883642,80.62855061139533,13.122308130883642
B61,74.51035213670816,25.341928071939357,75.51035213670816,26.341928071939357
B62,15.276403193991591,30.985632551603885,16.27640319399159,31.985632551603885
B63,33.012780327751685,86.27864603678348,34.012780327751685,87.27864603678348
B64,48.116835739061486,49.57727047965877,49.116835739061486,50.57727047965877
B65,36.03429774747412,50.10878503930135,37.03429774747412,51.10878503930135
B66,18.37905630371872,57.71537255517887,19.37905630371872,58.71537255517887
B67,76.27066686700489,85.08076140437892,77.27066686700489,86.08076140437892
